,gene_name,gene_num
11334,ANKRA2,ENSG00000164331
11335,UBLCP1,ENSG00000164332
11336,FAM170A,ENSG00000164334
11337,UTP15,ENSG00000164338
11338,TLR3,ENSG00000164342
11339,KLKB1,ENSG00000164344
11340,NSA2,ENSG00000164346
11341,GFM2,ENSG00000164347
11342,TERT,ENSG00000164362
11343,SLC6A18,ENSG00000164363
11344,CCDC127,ENSG00000164366
11345,FOXQ1,ENSG00000164379
11346,LINC01600,ENSG00000164385
11347,ADGRF2,ENSG00000164393
11348,ACSL6,ENSG00000164398
11349,IL3,ENSG00000164399
11350,CSF2,ENSG00000164400
11351,SEPT8,ENSG00000164402
11352,SHROOM1,ENSG00000164403
11353,GDF9,ENSG00000164404
11354,UQCRQ,ENSG00000164405
11355,LEAP2,ENSG00000164406
11356,GJB7,ENSG00000164411
11357,SLC35A1,ENSG00000164414
11358,GRIK2,ENSG00000164418
11359,MB21D1,ENSG00000164430
11360,FABP7,ENSG00000164434
11361,TLX3,ENSG00000164438
11362,TXLNB,ENSG00000164440
11363,CITED2,ENSG00000164442
11364,FAM26D,ENSG00000164451
11365,T,ENSG00000164458
11366,CREBRF,ENSG00000164463
11367,DCBLD1,ENSG00000164465
11368,SFXN1,ENSG00000164466
11369,SAMD3,ENSG00000164483
11370,TMEM200A,ENSG00000164484
11371,IL22RA2,ENSG00000164485
11372,DACT2,ENSG00000164488
11373,PDSS2,ENSG00000164494
11374,C7orf72,ENSG00000164500
11375,STXBP5,ENSG00000164506
11376,HIST1H2AA,ENSG00000164508
11377,IL31RA,ENSG00000164509
11378,ANKRD55,ENSG00000164512
11379,RAET1E,ENSG00000164520
11380,PI16,ENSG00000164530
11381,TBX20,ENSG00000164532
11382,DAGLB,ENSG00000164535
11383,KIAA0895,ENSG00000164542
11384,STK17A,ENSG00000164543
11385,TRA2A,ENSG00000164548
11386,FAM183BP,ENSG00000164556
11387,GALNT10,ENSG00000164574
11388,SAP30L,ENSG00000164576
11389,RPS14,ENSG00000164587
11390,HCN1,ENSG00000164588
11391,MYOZ3,ENSG00000164591
11392,COG5,ENSG00000164597
11393,NEUROD6,ENSG00000164600
11394,BMT2,ENSG00000164603
11395,GPR85,ENSG00000164604
11396,SLU7,ENSG00000164609
11397,RP9,ENSG00000164610
11398,PTTG1,ENSG00000164611
11399,CAMLG,ENSG00000164615
11400,FBXL21,ENSG00000164616
11401,BMPER,ENSG00000164619
11402,RELL2,ENSG00000164620
11403,SMAD5-AS1,ENSG00000164621
11404,KCNK5,ENSG00000164626
11405,KIF6,ENSG00000164627
11406,ZNF12,ENSG00000164631
11407,SLC29A4,ENSG00000164638
11408,C7orf62,ENSG00000164645
11409,STEAP1,ENSG00000164647
11410,CDCA7L,ENSG00000164649
11411,SP8,ENSG00000164651
11412,MIOS,ENSG00000164654
11413,KIAA1324L,ENSG00000164659
11414,USP49,ENSG00000164663
11415,INTS4P1,ENSG00000164669
11416,SYTL3,ENSG00000164674
11417,IQUB,ENSG00000164675
11418,HEY1,ENSG00000164683
11419,ZNF704,ENSG00000164684
11420,FABP5,ENSG00000164687
11421,SHH,ENSG00000164690
11422,TAGAP,ENSG00000164691
11423,COL1A2,ENSG00000164692
11424,FNDC1,ENSG00000164694
11425,CHMP4C,ENSG00000164695
11426,SLC13A4,ENSG00000164707
11427,PGAM2,ENSG00000164708
11428,BRI3,ENSG00000164713
11429,LMTK2,ENSG00000164715
11430,SLC35G3,ENSG00000164729
11431,CTSB,ENSG00000164733
11432,SOX17,ENSG00000164736
11433,SEPT7P5,ENSG00000164740
11434,DLC1,ENSG00000164741
11435,ADCY1,ENSG00000164742
11436,C8orf48,ENSG00000164743
11437,SUN3,ENSG00000164744
11438,C7orf57,ENSG00000164746
11439,HNF4G,ENSG00000164749
11440,PEX2,ENSG00000164751
11441,RAD21,ENSG00000164754
11442,SLC30A8,ENSG00000164756
11443,MED30,ENSG00000164758
11444,TNFRSF11B,ENSG00000164761
11445,SBSPON,ENSG00000164764
11446,PHKG1,ENSG00000164776
11447,EN2,ENSG00000164778
11448,KCNV1,ENSG00000164794
11449,CSMD3,ENSG00000164796
11450,SPIDR,ENSG00000164808
11451,ORC5,ENSG00000164815
11452,DEFA5,ENSG00000164816
11453,DNAAF5,ENSG00000164818
11454,DEFA4,ENSG00000164821
11455,DEFA6,ENSG00000164822
11456,OSGIN2,ENSG00000164823
11457,DEFB1,ENSG00000164825
11458,SUN1,ENSG00000164828
11459,OXR1,ENSG00000164830
11460,TMEM74,ENSG00000164841
11461,FAM86FP,ENSG00000164845
11462,GPR146,ENSG00000164849
11463,GPER1,ENSG00000164850
11464,UNCX,ENSG00000164853
11465,TMEM184A,ENSG00000164855
11466,NOS3,ENSG00000164867
11467,SPAG11B,ENSG00000164871
11468,MICALL2,ENSG00000164877
11469,CA3,ENSG00000164879
11470,INTS1,ENSG00000164880
11471,CDK5,ENSG00000164885
11472,SLC4A2,ENSG00000164889
11473,SLC7A13,ENSG00000164893
11474,FASTK,ENSG00000164896
11475,TMUB1,ENSG00000164897
11476,FMC1,ENSG00000164898
11477,GBX1,ENSG00000164900
11478,PHAX,ENSG00000164902
11479,ALDH7A1,ENSG00000164904
11480,FOXK1,ENSG00000164916
11481,COX6C,ENSG00000164919
11482,OSR2,ENSG00000164920
11483,YWHAZ,ENSG00000164924
11484,BAALC,ENSG00000164929
11485,FZD6,ENSG00000164930
11486,CTHRC1,ENSG00000164932
11487,SLC25A32,ENSG00000164933
11488,DCAF13,ENSG00000164934
11489,DCSTAMP,ENSG00000164935
11490,TP53INP1,ENSG00000164938
11491,INTS8,ENSG00000164941
11492,KIAA1429,ENSG00000164944
11493,FREM1,ENSG00000164946
11494,GEM,ENSG00000164949
11495,PDP1,ENSG00000164951
11496,TMEM67,ENSG00000164953
11497,KIAA0196,ENSG00000164961
11498,RPP25L,ENSG00000164967
11499,FAM219A,ENSG00000164970
11500,C9orf24,ENSG00000164972
11501,SNAPC3,ENSG00000164975
11502,KIAA1161,ENSG00000164976
11503,NUDT2,ENSG00000164978
11504,TMEM65,ENSG00000164983
11505,PSIP1,ENSG00000164985
11506,CCDC171,ENSG00000164989
11507,UBAP1,ENSG00000165006
11508,DIRAS2,ENSG00000165023
11509,SYK,ENSG00000165025
11510,NIPSNAP3B,ENSG00000165028
11511,ABCA1,ENSG00000165029
11512,NFIL3,ENSG00000165030
11513,LETM2,ENSG00000165046
11514,METTL2B,ENSG00000165055
11515,PRKACG,ENSG00000165059
11516,FXN,ENSG00000165060
11517,ZMAT4,ENSG00000165061
11518,NKX6-3,ENSG00000165066
11519,TMEM71,ENSG00000165071
11520,MAMDC2,ENSG00000165072
11521,PRSS37,ENSG00000165076
11522,CPA6,ENSG00000165078
11523,C8orf34,ENSG00000165084
11524,TMC1,ENSG00000165091
11525,ALDH1A1,ENSG00000165092
11526,KDM1B,ENSG00000165097
11527,HGSNAT,ENSG00000165102
11528,RASEF,ENSG00000165105
11529,GKAP1,ENSG00000165113
11530,KIF27,ENSG00000165115
11531,C9orf64,ENSG00000165118
11532,HNRNPK,ENSG00000165119
11533,SSMEM1,ENSG00000165120
11534,RP11-213G2.3,ENSG00000165121
11535,SVEP1,ENSG00000165124
11536,TRPV6,ENSG00000165125
11537,C7orf34,ENSG00000165131
11538,ANKS6,ENSG00000165138
11539,FBP1,ENSG00000165140
11540,TMEM246,ENSG00000165152
11541,ZHX1,ENSG00000165156
11542,CFAP47,ENSG00000165164
11543,CYBB,ENSG00000165168
11544,DYNLT3,ENSG00000165169
11545,WBSCR27,ENSG00000165171
11546,MID1IP1,ENSG00000165175
11547,NCF1C,ENSG00000165178
11548,C9orf84,ENSG00000165181
11549,CXorf58,ENSG00000165182
11550,KIAA1958,ENSG00000165185
11551,PTCHD1,ENSG00000165186
11552,RNF183,ENSG00000165188
11553,ASB11,ENSG00000165192
11554,PCDH19,ENSG00000165194
11555,PIGA,ENSG00000165195
11556,VEGFD,ENSG00000165197
11557,OR1Q1,ENSG00000165202
11558,OR1K1,ENSG00000165204
11559,STRBP,ENSG00000165209
11560,CLDN3,ENSG00000165215
11561,GAPVD1,ENSG00000165219
11562,CARD19,ENSG00000165233
11563,WNK2,ENSG00000165238
11564,ATP7A,ENSG00000165240
11565,ZNF367,ENSG00000165244
11566,NLGN4Y,ENSG00000165246
11567,HDX,ENSG00000165259
11568,NDUFB6,ENSG00000165264
11569,AQP7,ENSG00000165269
11570,NOL6,ENSG00000165271
11571,AQP3,ENSG00000165272
11572,TRMT10B,ENSG00000165275
11573,VCP,ENSG00000165280
11574,PIGO,ENSG00000165282
11575,STOML2,ENSG00000165283
11576,BRWD3,ENSG00000165288
11577,SLITRK5,ENSG00000165300
11578,MELK,ENSG00000165304
11579,ARMC3,ENSG00000165309
11580,OTUD1,ENSG00000165312
11581,ARHGAP12,ENSG00000165322
11582,FAT3,ENSG00000165323
11583,DEUP1,ENSG00000165325
11584,HECTD2,ENSG00000165338
11585,SLC7A3,ENSG00000165349
11586,FBXO33,ENSG00000165355
11587,INTS6L,ENSG00000165359
11588,GPR101,ENSG00000165370
11589,CLDN2,ENSG00000165376
11590,LRFN5,ENSG00000165379
11591,LRRC18,ENSG00000165383
11592,SPTSSA,ENSG00000165389
11593,WRN,ENSG00000165392
11594,MARCH8,ENSG00000165406
11595,TSHR,ENSG00000165409
11596,CFL2,ENSG00000165410
11597,SUGT1,ENSG00000165416
11598,GTF2A1,ENSG00000165417
11599,ZCCHC24,ENSG00000165424
11600,PGM2L1,ENSG00000165434
11601,PHYHIPL,ENSG00000165443
11602,SLC16A9,ENSG00000165449
11603,FOLR2,ENSG00000165457
11604,INPPL1,ENSG00000165458
11605,PHOX2A,ENSG00000165462
11606,MBL2,ENSG00000165471
11607,GJB2,ENSG00000165474
11608,CRYL1,ENSG00000165475
11609,REEP3,ENSG00000165476
11610,HEPACAM,ENSG00000165478
11611,SKA3,ENSG00000165480
11612,MICU2,ENSG00000165487
11613,DDIAS,ENSG00000165490
11614,PCF11,ENSG00000165494
11615,PKNOX2,ENSG00000165495
11616,RPL10L,ENSG00000165496
11617,LRR1,ENSG00000165501
11618,RPL36AL,ENSG00000165502
11619,DNAAF2,ENSG00000165506
11620,C10orf10,ENSG00000165507
11621,MAGEC3,ENSG00000165509
11622,C10orf25,ENSG00000165511
11623,ZNF22,ENSG00000165512
11624,KLHDC2,ENSG00000165516
11625,EML5,ENSG00000165521
11626,NEMF,ENSG00000165525
11627,RPUSD4,ENSG00000165526
11628,ARF6,ENSG00000165527
11629,TTC8,ENSG00000165533
11630,TMEM63C,ENSG00000165548
11631,NGB,ENSG00000165553
11632,NOXRED1,ENSG00000165555
11633,CDX2,ENSG00000165556
11634,AMER2,ENSG00000165566
11635,AKR1E2,ENSG00000165568
11636,KBTBD6,ENSG00000165572
11637,SSX5,ENSG00000165583
11638,SSX3,ENSG00000165584
11639,OTX2,ENSG00000165588
11640,FAAH2,ENSG00000165591
11641,DRGX,ENSG00000165606
11642,NUDT5,ENSG00000165609
11643,DACT1,ENSG00000165617
11644,OXGR1,ENSG00000165621
11645,UCMA,ENSG00000165623
11646,BEND7,ENSG00000165626
11647,ATP5C1,ENSG00000165629
11648,PRPF18,ENSG00000165630
11649,TAF3,ENSG00000165632
11650,VSTM4,ENSG00000165633
11651,VDAC2,ENSG00000165637
11652,SOHLH1,ENSG00000165643
11653,COMTD1,ENSG00000165644
11654,SLC18A2,ENSG00000165646
11655,PDZD8,ENSG00000165650
11656,ZNF503,ENSG00000165655
11657,FAM175B,ENSG00000165660
11658,QSOX2,ENSG00000165661
11659,FAM204A,ENSG00000165669
11660,NSD1,ENSG00000165671
11661,PRDX3,ENSG00000165672
11662,ENOX2,ENSG00000165675
11663,GHITM,ENSG00000165678
11664,CLEC1B,ENSG00000165682
11665,SNAPC4,ENSG00000165684
11666,TMEM52B,ENSG00000165685
11667,PMPCA,ENSG00000165688
11668,SDCCAG3,ENSG00000165689
11669,FRMD7,ENSG00000165694
11670,AK8,ENSG00000165695
11671,SPACA9,ENSG00000165698
11672,TSC1,ENSG00000165699
11673,GFI1B,ENSG00000165702
11674,HPRT1,ENSG00000165704
11675,BORCS5,ENSG00000165714
11676,FAM69B,ENSG00000165716
11677,ZMYND19,ENSG00000165724
11678,STOX1,ENSG00000165730
11679,RET,ENSG00000165731
11680,DDX21,ENSG00000165732
11681,BMS1,ENSG00000165733
11682,STK32C,ENSG00000165752
11683,KIAA1462,ENSG00000165757
11684,OR4K2,ENSG00000165762
11685,FUNDC2,ENSG00000165775
11686,TMEM55B,ENSG00000165782
11687,METTL17,ENSG00000165792
11688,SLC39A2,ENSG00000165794
11689,NDRG2,ENSG00000165795
11690,RNASE7,ENSG00000165799
11691,ARHGEF40,ENSG00000165801
11692,NSMF,ENSG00000165802
11693,ZNF219,ENSG00000165804
11694,C12orf50,ENSG00000165805
11695,CASP7,ENSG00000165806
11696,PPP1R36,ENSG00000165807
11697,BTNL9,ENSG00000165810
11698,CCDC186,ENSG00000165813
11699,VWA2,ENSG00000165816
11700,METTL3,ENSG00000165819
11701,SALL2,ENSG00000165821
11702,PRAP1,ENSG00000165828
11703,TRUB1,ENSG00000165832
11704,ERICH6B,ENSG00000165837
11705,CYP2C19,ENSG00000165841
11706,ZFYVE1,ENSG00000165861
11707,C10orf82,ENSG00000165863
11708,HSPA12A,ENSG00000165868
11709,FAM35BP,ENSG00000165874
11710,FRAT1,ENSG00000165879
11711,UBTD1,ENSG00000165886
11712,ANKRD2,ENSG00000165887
11713,E2F7,ENSG00000165891
11714,ARHGAP42,ENSG00000165895
11715,ISCA2,ENSG00000165898
11716,OTOGL,ENSG00000165899
11717,LARGE2,ENSG00000165905
11718,PACSIN3,ENSG00000165912
11719,TTC7B,ENSG00000165914
11720,SLC39A13,ENSG00000165915
11721,PSMC3,ENSG00000165916
11722,RAPSN,ENSG00000165917
11723,AGBL2,ENSG00000165923
11724,TC2N,ENSG00000165929
11725,CPSF2,ENSG00000165934
11726,SMCO2,ENSG00000165935
11727,MOAP1,ENSG00000165943
11728,IFI27L1,ENSG00000165948
11729,IFI27,ENSG00000165949
11730,SERPINA12,ENSG00000165953
11731,CLMN,ENSG00000165959
11732,PDZRN4,ENSG00000165966
11733,SLC6A5,ENSG00000165970
11734,CCDC38,ENSG00000165972
11735,NELL1,ENSG00000165973
11736,PTER,ENSG00000165983
11737,C1QL3,ENSG00000165985
11738,CACNB2,ENSG00000165995
11739,HACD1,ENSG00000165996
11740,ARL5B,ENSG00000165997
11741,SMCO4,ENSG00000166002
11742,CEP295,ENSG00000166004
11743,KCNC2,ENSG00000166006
11744,TRIM51HP,ENSG00000166007
11745,TAF1D,ENSG00000166012
11746,TRIM53BP,ENSG00000166013
11747,ABTB2,ENSG00000166016
11748,R3HCC1L,ENSG00000166024
11749,AMOTL1,ENSG00000166025
11750,HTRA1,ENSG00000166033
11751,LIPC,ENSG00000166035
11752,CEP57,ENSG00000166037
11753,TCP11L2,ENSG00000166046
11754,PASD1,ENSG00000166049
11755,SPRED1,ENSG00000166068
11756,TMCO5A,ENSG00000166069
11757,GPR176,ENSG00000166073
11758,JAM3,ENSG00000166086
11759,IL25,ENSG00000166090
11760,CMTM5,ENSG00000166091
11761,RP11-299H22.3,ENSG00000166104
11762,GLB1L3,ENSG00000166105
11763,ADAMTS15,ENSG00000166106
11764,SVOP,ENSG00000166111
11765,SPATA19,ENSG00000166118
11766,GPT2,ENSG00000166123
11767,AMN,ENSG00000166126
11768,RAB8B,ENSG00000166128
11769,IKBIP,ENSG00000166130
11770,RPUSD2,ENSG00000166133
11771,HIF1AN,ENSG00000166135
11772,NDUFB8,ENSG00000166136
11773,ZFYVE19,ENSG00000166140
11774,PPP1R14D,ENSG00000166143
11775,SPINT1,ENSG00000166145
11776,FBN1,ENSG00000166147
11777,AVPR1A,ENSG00000166148
11778,C16orf78,ENSG00000166152
11779,DEPDC4,ENSG00000166153
11780,LRTM2,ENSG00000166159
11781,OPN1MW2,ENSG00000166160
11782,BRD7,ENSG00000166164
11783,CKB,ENSG00000166165
11784,TRMT61A,ENSG00000166166
11785,BTRC,ENSG00000166167
11786,POLL,ENSG00000166169
11787,BAG5,ENSG00000166170
11788,DPCD,ENSG00000166171
11789,LARP6,ENSG00000166173
11790,API5,ENSG00000166181
11791,ASPG,ENSG00000166183
11792,ZNF319,ENSG00000166188
11793,HPS6,ENSG00000166189
11794,SENP8,ENSG00000166192
11795,NOLC1,ENSG00000166197
11796,ALKBH3,ENSG00000166199
11797,COPS2,ENSG00000166200
11798,GABRB3,ENSG00000166206
11799,SPIC,ENSG00000166211
11800,TBATA,ENSG00000166220
11801,SGPL1,ENSG00000166224
11802,FRS2,ENSG00000166225
11803,CCT2,ENSG00000166226
11804,PCBD1,ENSG00000166228
11805,ARIH1,ENSG00000166233
11806,C16orf71,ENSG00000166246
11807,CLMP,ENSG00000166250
11808,SCN3B,ENSG00000166257
11809,COX11,ENSG00000166260
11810,ZNF202,ENSG00000166261
11811,FAM227B,ENSG00000166262
11812,STXBP4,ENSG00000166263
11813,CYYR1,ENSG00000166265
11814,CUL5,ENSG00000166266
11815,MYRFL,ENSG00000166268
11816,WBP1L,ENSG00000166272
11817,BORCS7,ENSG00000166275
11818,C2,ENSG00000166278
11819,PLEKHF1,ENSG00000166289
11820,TMEM100,ENSG00000166292
11821,ANAPC16,ENSG00000166295
11822,SMPD1,ENSG00000166311
11823,APBB1,ENSG00000166313
11824,SYNPO2L,ENSG00000166317
11825,NUDT13,ENSG00000166321
11826,C11orf65,ENSG00000166323
11827,TRIM44,ENSG00000166326
11828,CCDC182,ENSG00000166329
11829,ILK,ENSG00000166333
11830,TAF10,ENSG00000166337
11831,TPP1,ENSG00000166340
11832,DCHS1,ENSG00000166341
11833,NETO1,ENSG00000166342
11834,MSS51,ENSG00000166343
11835,CYB5A,ENSG00000166347
11836,USP54,ENSG00000166348
11837,RAG1,ENSG00000166349
11838,POTED,ENSG00000166351
11839,C11orf74,ENSG00000166352
11840,WDR88,ENSG00000166359
11841,OR10A5,ENSG00000166363
11842,OR2D2,ENSG00000166368
11843,ATP9B,ENSG00000166377
11844,PPFIBP2,ENSG00000166387
11845,MOGAT2,ENSG00000166391
11846,CYB5R2,ENSG00000166394
11847,SERPINB7,ENSG00000166396
11848,KIAA0355,ENSG00000166398
11849,SERPINB8,ENSG00000166401
11850,TUB,ENSG00000166402
11851,RIC3,ENSG00000166405
11852,LMO1,ENSG00000166407
11853,OR5P1P,ENSG00000166408
11854,IDH3A,ENSG00000166411
11855,WDR72,ENSG00000166415
11856,CRABP1,ENSG00000166426
11857,PLD4,ENSG00000166428
11858,ZMAT1,ENSG00000166432
11859,XRRA1,ENSG00000166435
11860,TRIM66,ENSG00000166436
11861,RNF169,ENSG00000166439
11862,RPL27A,ENSG00000166441
11863,ST5,ENSG00000166444
11864,CDYL2,ENSG00000166446
11865,TMEM130,ENSG00000166448
11866,PRTG,ENSG00000166450
11867,CENPN,ENSG00000166451
11868,AKIP1,ENSG00000166452
11869,ATMIN,ENSG00000166454
11870,C16orf46,ENSG00000166455
11871,TMEM41B,ENSG00000166471
11872,PKD1L2,ENSG00000166473
11873,LEO1,ENSG00000166477
11874,ZNF143,ENSG00000166478
11875,TMX3,ENSG00000166479
11876,MFAP4,ENSG00000166482
11877,WEE1,ENSG00000166483
11878,MAPK7,ENSG00000166484
11879,FAM86GP,ENSG00000166492
11880,PRKCB,ENSG00000166501
11881,RP11-382A20.3,ENSG00000166503
11882,NDST2,ENSG00000166507
11883,MCM7,ENSG00000166508
11884,CLEC3A,ENSG00000166509
11885,CCDC68,ENSG00000166510
11886,CLEC4E,ENSG00000166523
11887,ZNF3,ENSG00000166526
11888,CLEC4D,ENSG00000166527
11889,ZSCAN21,ENSG00000166529
11890,HSBP1P2,ENSG00000166530
11891,RIMKLB,ENSG00000166532
11892,A2ML1,ENSG00000166535
11893,BEAN1,ENSG00000166546
11894,TK2,ENSG00000166548
11895,TMED3,ENSG00000166557
11896,SLC38A8,ENSG00000166558
11897,SEC11C,ENSG00000166562
11898,CPLX4,ENSG00000166569
11899,GALR1,ENSG00000166573
11900,TMEM135,ENSG00000166575
11901,IQCD,ENSG00000166578
11902,NDEL1,ENSG00000166579
11903,CENPV,ENSG00000166582
11904,CDH16,ENSG00000166589
11905,RRAD,ENSG00000166592
11906,FAM96B,ENSG00000166595
11907,CFAP52,ENSG00000166596
11908,HSP90B1,ENSG00000166598
11909,MC4R,ENSG00000166603
11910,BLCAP,ENSG00000166619
11911,SERPINB12,ENSG00000166634
11912,CHRFAM7A,ENSG00000166664
11913,ATF7IP2,ENSG00000166669
11914,MMP10,ENSG00000166670
11915,TVP23A,ENSG00000166676
11916,BEX3,ENSG00000166681
11917,TMPRSS5,ENSG00000166682
11918,COG1,ENSG00000166685
11919,PLEKHA7,ENSG00000166689
11920,OR5M13P,ENSG00000166693
11921,ZNF606,ENSG00000166704
11922,ZCCHC18,ENSG00000166707
11923,B2M,ENSG00000166710
11924,ZNF592,ENSG00000166716
11925,CASC4,ENSG00000166734
11926,HTR3A,ENSG00000166736
11927,NNMT,ENSG00000166741
11928,ACSM1,ENSG00000166743
11929,AP1G1,ENSG00000166747
11930,AGBL1,ENSG00000166748
11931,SLFN5,ENSG00000166750
11932,CATSPER2,ENSG00000166762
11933,STRCP1,ENSG00000166763
11934,ZNF667-AS1,ENSG00000166770
11935,C16orf45,ENSG00000166780
11936,KIAA0430,ENSG00000166783
11937,SAA3P,ENSG00000166787
11938,SAAL1,ENSG00000166788
11939,YPEL4,ENSG00000166793
11940,PPIB,ENSG00000166794
11941,LDHC,ENSG00000166796
11942,FAM96A,ENSG00000166797
11943,LDHAL6A,ENSG00000166800
11944,FAM111A,ENSG00000166801
11945,KIAA0101,ENSG00000166803
11946,KIF7,ENSG00000166813
11947,LDHD,ENSG00000166816
11948,PLIN1,ENSG00000166819
11949,PEX11A,ENSG00000166821
11950,TMEM170A,ENSG00000166822
11951,MESP1,ENSG00000166823
11952,ANPEP,ENSG00000166825
11953,SCNN1G,ENSG00000166828
11954,RBPMS2,ENSG00000166831
11955,NAV2,ENSG00000166833
11956,ANKDD1A,ENSG00000166839
11957,GLYATL1,ENSG00000166840
11958,C18orf54,ENSG00000166845
11959,DCTN5,ENSG00000166847
11960,TERF2IP,ENSG00000166848
11961,PLK1,ENSG00000166851
11962,CLPX,ENSG00000166855
11963,GPR182,ENSG00000166856
11964,ZBTB39,ENSG00000166860
11965,CACNG2,ENSG00000166862
11966,TAC3,ENSG00000166863
11967,MYO1A,ENSG00000166866
11968,CHP2,ENSG00000166869
11969,NEMP1,ENSG00000166881
11970,OR4D6,ENSG00000166884
11971,NAB2,ENSG00000166886
11972,VPS39,ENSG00000166887
11973,STAT6,ENSG00000166888
11974,PATL1,ENSG00000166889
11975,ATP23,ENSG00000166896
11976,ELFN2,ENSG00000166897
11977,STX3,ENSG00000166900
11978,MRPL16,ENSG00000166902
11979,PIP4K2C,ENSG00000166908
11980,MTMR10,ENSG00000166912
11981,YWHAB,ENSG00000166913
11982,MIR202HG,ENSG00000166917
11983,C15orf48,ENSG00000166920
11984,SCG5,ENSG00000166922
11985,GREM1,ENSG00000166923
11986,NYAP1,ENSG00000166924
11987,TSC22D4,ENSG00000166925
11988,MS4A6E,ENSG00000166926
11989,MS4A7,ENSG00000166927
11990,MS4A14,ENSG00000166928
11991,MS4A5,ENSG00000166930
11992,DIS3L,ENSG00000166938
11993,CCNDBP1,ENSG00000166946
11994,EPB42,ENSG00000166947
11995,TGM6,ENSG00000166948
11996,SMAD3,ENSG00000166949
11997,MS4A8,ENSG00000166959
11998,CCDC178,ENSG00000166960
11999,MS4A15,ENSG00000166961
12000,MAP1A,ENSG00000166963
12001,RCCD1,ENSG00000166965
12002,AKTIP,ENSG00000166971
12003,MAPRE2,ENSG00000166974
12004,EVA1C,ENSG00000166979
12005,TCP10L2,ENSG00000166984
12006,MARS,ENSG00000166986
12007,MBD6,ENSG00000166987
12008,CNPY4,ENSG00000166997
12009,PDIA3,ENSG00000167004
12010,NUDT21,ENSG00000167005
12011,NAT16,ENSG00000167011
12012,TERB2,ENSG00000167014
12013,NKX3-1,ENSG00000167034
12014,SGSM1,ENSG00000167037
12015,RP11-93B14.6,ENSG00000167046
12016,DUSP18,ENSG00000167065
12017,TEF,ENSG00000167074
12018,MEI1,ENSG00000167077
12019,B4GALNT2,ENSG00000167080
12020,PBX3,ENSG00000167081
12021,GNGT2,ENSG00000167083
12022,PHB,ENSG00000167085
12023,SNRPD1,ENSG00000167088
12024,TTC16,ENSG00000167094
12025,SUN5,ENSG00000167098
12026,SAMD14,ENSG00000167100
12027,PIP5KL1,ENSG00000167103
12028,BPIFB6,ENSG00000167104
12029,TMEM92,ENSG00000167105
12030,FAM102A,ENSG00000167106
12031,ACSF2,ENSG00000167107
12032,GOLGA2,ENSG00000167110
12033,TRUB2,ENSG00000167112
12034,COQ4,ENSG00000167113
12035,SLC27A4,ENSG00000167114
12036,LINC00483,ENSG00000167117
12037,URM1,ENSG00000167118
12038,CERCAM,ENSG00000167123
12039,DOLPP1,ENSG00000167130
12040,CCDC103,ENSG00000167131
12041,ENDOG,ENSG00000167136
12042,TBC1D21,ENSG00000167139
12043,PRRX2,ENSG00000167157
12044,UGT1A6,ENSG00000167165
12045,C15orf39,ENSG00000167173
12046,ISLR2,ENSG00000167178
12047,SP2,ENSG00000167182
12048,PRR15L,ENSG00000167183
12049,COQ7,ENSG00000167186
12050,GPRC5B,ENSG00000167191
12051,CRK,ENSG00000167193
12052,C16orf92,ENSG00000167194
12053,GOLGA6C,ENSG00000167195
12054,FBXO22,ENSG00000167196
12055,TBC1D2B,ENSG00000167202
12056,NOD2,ENSG00000167207
12057,SNX20,ENSG00000167208
12058,LOXHD1,ENSG00000167210
12059,KATNAL2,ENSG00000167216
12060,HDHD2,ENSG00000167220
12061,ZNF91,ENSG00000167232
12062,IGF2,ENSG00000167244
12063,RNF214,ENSG00000167257
12064,CDK12,ENSG00000167258
12065,DPEP2,ENSG00000167261
12066,DUS2,ENSG00000167264
12067,POP5,ENSG00000167272
12068,ENGASE,ENSG00000167280
12069,RBFOX3,ENSG00000167281
12070,ATP5L,ENSG00000167283
12071,CD3D,ENSG00000167286
12072,TBC1D16,ENSG00000167291
12073,TEPSIN,ENSG00000167302
12074,MYO5B,ENSG00000167306
12075,ART5,ENSG00000167311
12076,ACAA2,ENSG00000167315
12077,STIM1,ENSG00000167323
12078,RRM1,ENSG00000167325
12079,OR51E2,ENSG00000167332
12080,TRIM68,ENSG00000167333
12081,MMP26,ENSG00000167346
12082,AC104389.28,ENSG00000167355
12083,OR51I1,ENSG00000167359
12084,OR51Q1,ENSG00000167360
12085,FN3K,ENSG00000167363
12086,PRRT2,ENSG00000167371
12087,ZNF23,ENSG00000167377
12088,IRGQ,ENSG00000167378
12089,ZNF226,ENSG00000167380
12090,ZNF180,ENSG00000167384
12091,POM121L3P,ENSG00000167390
12092,PPP2R3B,ENSG00000167393
12093,ZNF668,ENSG00000167394
12094,ZNF646,ENSG00000167395
12095,VKORC1,ENSG00000167397
12096,GNG8,ENSG00000167414
12097,LPO,ENSG00000167419
12098,CA4,ENSG00000167434
12099,SMG8,ENSG00000167447
12100,LINC00905,ENSG00000167459
12101,TPM4,ENSG00000167460
12102,RAB8A,ENSG00000167461
12103,GPX4,ENSG00000167468
12104,MIDN,ENSG00000167470
12105,JSRP1,ENSG00000167476
12106,FAM129C,ENSG00000167483
12107,KLHL26,ENSG00000167487
12108,GATAD2A,ENSG00000167491
12109,NOS2P2,ENSG00000167494
12110,MVD,ENSG00000167508
12111,CDT1,ENSG00000167513
12112,TRAPPC2L,ENSG00000167515
